city,cats,price,people,district,airport,electricity,water,label
Beograd,5.0,76651.8264729999,4.0,10,True,-0.581912260429195,-0.7606016867592496,nekvalitetan
Nis,9.0,96650.5873392887,1.0,18,True,-0.5536849219382777,-0.8399669471447537,nekvalitetan
Kragujevac,7.0,52207.41153849015,3.0,0,,0.5672328729260614,-0.6471793494368904,nekvalitetan
Novi Sad,3.0,97942.9042468704,5.0,10,,0.09736610349576758,0.45383756689274346,kvalitetan
Beograd,8.0,68881.20518868155,0.0,17,True,0.90003849240029,-0.3982891029220812,nekvalitetan
Nis,0.0,81385.48610971315,0.0,19,True,-0.005196707892417912,-0.23761497740661222,kvalitetan
Kragujevac,5.0,81529.19837083701,2.0,2,,-0.3934169980308217,-0.09920870241571184,kvalitetan
Novi Sad,9.0,90469.21519485765,1.0,7,,-0.12432008121592894,0.5899022721145664,kvalitetan
Beograd,1.0,72210.64386877885,0.0,17,True,-0.4597509919043765,0.5659761470760636,nekvalitetan
Nis,5.0,61958.138181180235,6.0,19,True,-0.9058401767151889,0.042527145834827945,nekvalitetan
Kragujevac,3.0,93249.44560826535,5.0,0,,-0.1438203929361241,0.22219863478659474,kvalitetan
Novi Sad,8.0,92212.22100449969,5.0,19,,0.16206923824018765,-0.3391488897501972,kvalitetan
Beograd,5.0,74410.50031483392,7.0,12,True,0.03842962210096389,-1.0550367701951437,nekvalitetan
Nis,2.0,92408.65511153344,1.0,11,True,0.2730931462016089,0.09848572480572049,kvalitetan
Kragujevac,5.0,52463.94968850967,7.0,1,,-0.6122152624884305,0.8110816659622178,nekvalitetan
Novi Sad,7.0,65431.27818170798,2.0,9,,-0.24433557424862773,-0.12587973551041848,kvalitetan
Beograd,9.0,71145.34090608174,,1,True,-0.028112778243775657,-0.5632477542492043,kvalitetan
Nis,,93132.54400819243,1.0,7,True,0.14656716711794932,-0.2147027536626921,kvalitetan
Kragujevac,3.0,94253.37184348816,4.0,3,,1.0946575558339324,-0.48176366852221586,nekvalitetan
Novi Sad,,52601.510499135096,5.0,1,,0.31707258845021014,-1.0765947706214856,nekvalitetan
Beograd,8.0,88937.0213650263,,15,True,1.0920808461998712,0.4310116623392829,nekvalitetan
Nis,5.0,72574.44860395996,5.0,9,True,-0.12699500937478975,-1.1398395201165605,nekvalitetan
Kragujevac,2.0,77376.45154960244,2.0,6,,0.10576576626843553,-0.17813324564838615,kvalitetan
Novi Sad,,83780.44678348598,0.0,8,,0.3782496454734091,0.3817696285504609,kvalitetan
Beograd,1.0,59333.43865420148,5.0,16,True,-0.023017809003333937,0.6327961616184375,kvalitetan
Nis,5.0,67213.9644366044,5.0,15,True,0.9278787059423259,-0.8195474123802109,nekvalitetan
Kragujevac,6.0,84772.42083996694,0.0,1,,-0.39084639336208665,0.8895056010780108,nekvalitetan
Novi Sad,0.0,56379.3796275788,,3,,-0.08746584870167298,-0.5707411006703349,kvalitetan
Beograd,8.0,57079.69247065612,1.0,19,True,-0.2876968602629251,-0.24492029416457084,kvalitetan
Nis,0.0,64094.59541448284,3.0,17,True,-0.25456110481787647,0.027575393890617535,kvalitetan
Kragujevac,0.0,79880.51716860078,3.0,6,,1.0817750632011078,-0.5172437475976189,nekvalitetan
Novi Sad,8.0,58175.932136165866,,9,,-0.1706262825506446,0.12068180185812319,kvalitetan
Beograd,3.0,52610.53857658271,3.0,1,True,-0.348099535320702,-0.8697589176554912,nekvalitetan
Nis,6.0,96278.12676949828,7.0,19,True,-0.05061589216343507,-0.9383749633054677,nekvalitetan
Kragujevac,5.0,98175.35463465357,5.0,12,,0.23177047325212163,-1.0583613590006566,nekvalitetan
Novi Sad,4.0,94983.96149028218,0.0,14,,0.17809075317575085,0.1600957845543457,kvalitetan
Beograd,1.0,80348.98252264509,3.0,18,True,0.1189228814027821,0.924509919079146,nekvalitetan
Nis,4.0,68682.74265697089,3.0,10,True,0.33097534766993697,0.0457572405307682,kvalitetan
Kragujevac,1.0,79130.39970541789,2.0,2,,0.6018302793797297,-1.0212639624515096,nekvalitetan
Novi Sad,3.0,67216.44006633229,,16,,-0.32939309885286067,-0.24657910815858303,kvalitetan
Beograd,1.0,91649.16212966603,7.0,4,True,-0.23809380893743737,0.21632457161126417,kvalitetan
Nis,1.0,81665.74207968597,5.0,14,True,-0.2889421884645045,0.8779486569619936,nekvalitetan
Kragujevac,7.0,56083.162574317226,,18,,0.5099677005190173,-0.13418620897825181,kvalitetan
Novi Sad,,97526.03654153402,7.0,15,,-0.9278042669018237,0.11739929111546223,nekvalitetan
Beograd,,93722.85503885931,1.0,8,True,0.021262462018196784,-0.04738171981226802,kvalitetan
Nis,,66235.83817276778,,18,True,-0.9126964367137392,-0.5726883838254626,nekvalitetan
Kragujevac,9.0,84013.09740671367,,9,,-0.3532140228120965,-0.13570626681457582,kvalitetan
Novi Sad,,88520.22723904776,0.0,5,,-0.20163235229932214,0.35563380180141196,kvalitetan
Beograd,4.0,86350.13715315523,7.0,19,True,0.6525217846506591,0.5430063832782173,nekvalitetan
Nis,6.0,99573.3422375415,7.0,16,True,0.22704201217293246,0.21398908479066042,kvalitetan
Kragujevac,6.0,75522.608204712,1.0,17,,0.1567039261068962,-0.8904889005860953,nekvalitetan
Novi Sad,7.0,89267.95697611879,,17,,-0.1436662824180502,0.1516633299381695,kvalitetan
Beograd,6.0,99976.07158099173,,6,True,0.0353480649575266,-0.005268522824541294,kvalitetan
Nis,3.0,57372.5756783875,6.0,10,True,0.021875509373221125,-0.5734516011275163,kvalitetan
Kragujevac,8.0,60492.81806459516,6.0,2,,-0.3606773846296707,-0.4840337089686394,kvalitetan
Novi Sad,4.0,92110.4457846851,6.0,16,,-1.0766343130703218,-0.7497599848455078,nekvalitetan
Beograd,0.0,82037.03605741536,4.0,11,True,0.2646913040894443,0.10254842416303181,kvalitetan
Nis,2.0,96609.44000447507,1.0,7,True,0.4438439526032445,-0.19192933374861987,kvalitetan
Kragujevac,4.0,78247.54847193464,6.0,8,,0.8121463782528745,-0.7798775054540253,nekvalitetan
Novi Sad,6.0,96824.31998679052,7.0,9,,0.33907317908310597,-0.27160749090018893,kvalitetan
Beograd,2.0,65568.76558885106,7.0,5,True,-0.15048252038706536,0.08075394126893096,kvalitetan
Nis,3.0,85999.74178137837,,10,True,-0.23022773219605286,0.049341499262779843,kvalitetan
Kragujevac,9.0,80522.53381765103,5.0,11,,-0.856571434300288,0.5423352357930097,nekvalitetan
Novi Sad,0.0,89250.87609268044,3.0,7,,-0.11444249128941289,0.27239340952356417,kvalitetan
Beograd,0.0,99904.19001605277,0.0,4,True,-0.2724639590985883,0.10099230007229389,kvalitetan
Nis,,98329.44130254455,2.0,11,True,0.2287107312695005,-0.3297751232576036,kvalitetan
Kragujevac,0.0,80266.94358488594,0.0,9,,0.2633103548802016,-0.788718144025971,nekvalitetan
Novi Sad,0.0,98842.98629513427,3.0,18,,0.49461526363642766,0.7514330313409808,nekvalitetan
Beograd,1.0,82887.8505394063,4.0,16,True,-0.12513008726675964,-1.0217529942730663,nekvalitetan
Nis,3.0,82679.4712177986,2.0,18,True,-0.17267679950982914,0.10196217865795335,kvalitetan
Kragujevac,,80713.20553769798,2.0,12,,-0.976048702227542,0.07031088102362337,nekvalitetan
Novi Sad,1.0,64397.99595213853,6.0,3,,0.3399528297714952,0.03669691813515219,kvalitetan
Beograd,7.0,83499.37226684293,3.0,14,True,0.9913589047896567,0.31477293892935687,nekvalitetan
Nis,5.0,65242.37451193742,0.0,16,True,-0.8588700710347847,-0.586234519296186,nekvalitetan
Kragujevac,1.0,68959.61536267429,7.0,9,,-0.18219160581747162,0.173262941363925,kvalitetan
Novi Sad,8.0,68986.13020419807,5.0,16,,-0.2015324530496146,0.36101391654716536,kvalitetan
Beograd,5.0,88907.25488809057,5.0,3,True,0.020840932032631654,0.09117025779348523,kvalitetan
Nis,,94564.98349056937,2.0,17,True,0.36760922015237757,-0.8074650404553857,nekvalitetan
Kragujevac,0.0,82597.46923800415,1.0,4,,0.668693608949386,-0.7667678379038461,nekvalitetan
Novi Sad,0.0,72386.69179108171,,7,,-0.3731838192324006,-0.17256187512237947,kvalitetan
Beograd,5.0,75421.15652572217,0.0,17,True,0.32185098404107054,0.8889142028399134,nekvalitetan
Nis,,73069.04794702449,2.0,2,True,-0.05955833595081099,-0.3272246123908442,kvalitetan
Kragujevac,8.0,95433.97747528064,1.0,12,,0.7984491006552682,-0.7642916659145244,nekvalitetan
Novi Sad,8.0,76233.62096660647,5.0,18,,-0.03908906625271269,0.4949692667571924,kvalitetan
Beograd,8.0,98571.88310169362,3.0,13,True,-1.1553105763001932,0.007487160412920302,nekvalitetan
Nis,8.0,76072.21692213978,3.0,7,True,0.2923673333978704,-0.8680688027240171,nekvalitetan
Kragujevac,,77234.1775309877,4.0,8,,0.23775754143313776,0.38548383098568856,kvalitetan
Novi Sad,2.0,93580.75033684482,3.0,3,,0.2890267954218977,-0.7392296828002785,nekvalitetan
Beograd,7.0,75938.54110747181,2.0,8,True,-0.32796767057315057,-0.29677384090519365,kvalitetan
Nis,2.0,67801.89144119548,4.0,19,True,0.7716739942814055,-0.6954462259221375,nekvalitetan
Kragujevac,2.0,61261.16280319755,4.0,2,,0.057517298992876914,-0.055652297378962684,kvalitetan
Novi Sad,4.0,94274.02473758803,0.0,11,,-0.1914500350739068,-1.012883062577575,nekvalitetan
Beograd,7.0,88354.8633781669,2.0,17,True,0.31268741535542555,-0.9862909999167188,nekvalitetan
Nis,1.0,57519.093867795054,2.0,8,True,0.5777277733718486,-0.39110024946037536,kvalitetan
Kragujevac,0.0,79444.36477263932,1.0,3,,-0.12220908187220748,0.006028976739733433,kvalitetan
Novi Sad,3.0,76463.81665458533,,17,,-0.29866538497294953,0.5649016692242584,nekvalitetan
Beograd,,98897.9000765208,6.0,14,True,0.5351549048103792,0.3565913174719028,kvalitetan
Nis,7.0,80800.67973019918,,14,True,-0.9724541042375436,-0.6147138438494151,nekvalitetan
Kragujevac,9.0,86357.87312023538,5.0,1,,0.7608706213117353,0.011794082495230285,nekvalitetan
Novi Sad,1.0,98605.58285300412,7.0,14,,1.0276103575735205,0.1584236211724986,nekvalitetan
Beograd,2.0,89717.23410924253,2.0,2,True,-0.5689287118619529,1.0598998349813915,nekvalitetan
Nis,,63388.823039509625,2.0,8,True,0.866014770022002,-0.4321584176774897,nekvalitetan
Kragujevac,0.0,81232.82279260311,3.0,18,,0.5783681537112842,-0.7286264516180411,nekvalitetan
Novi Sad,9.0,59240.985704691986,1.0,1,,-0.3288693201111522,-0.3064366070749349,kvalitetan
Beograd,8.0,77228.99252860849,,18,True,0.04274552230959894,1.0091809146463253,nekvalitetan
Nis,9.0,59258.50040892843,0.0,4,True,-0.14194795877324345,0.23437971014292533,kvalitetan
Kragujevac,5.0,54096.71272925383,2.0,6,,0.5984688471438606,-0.26441954401532175,kvalitetan
Novi Sad,,87601.07004815708,1.0,14,,0.05699923789484435,0.9989445973455816,nekvalitetan
Beograd,7.0,68414.74274873987,1.0,6,True,0.5888272536618893,0.5859238769020007,nekvalitetan
Nis,1.0,59590.73617212122,6.0,5,True,-0.3770985841263734,0.9735239550620164,nekvalitetan
Kragujevac,8.0,62645.21456603166,1.0,18,,1.0831801589247305,0.034113186835306175,nekvalitetan
Novi Sad,2.0,88246.4185370105,7.0,17,,-0.19715048065464613,0.06615491596488193,kvalitetan
Beograd,7.0,78395.16329985486,1.0,7,True,0.10280057650448761,0.350956817693172,kvalitetan
Nis,2.0,62861.250980443365,0.0,15,True,0.00926880447319145,-0.30096253616301183,kvalitetan
Kragujevac,0.0,87616.01337505555,2.0,13,,-0.19304397114677485,-0.05472581159898665,kvalitetan
Novi Sad,3.0,71996.8553863517,4.0,12,,-0.4763911003640092,-0.11462506559592087,kvalitetan
Beograd,1.0,54212.440631507314,0.0,12,True,0.3667352808493102,-0.21214090243134884,kvalitetan
Nis,7.0,55218.1597180163,6.0,4,True,0.38716345014942777,0.01636295595415771,kvalitetan
Kragujevac,1.0,78163.6991440051,7.0,13,,0.8301158690398047,0.6484774033684475,nekvalitetan
Novi Sad,7.0,84536.58689739264,7.0,12,,-0.11279430751969385,-0.10949045275888751,kvalitetan
Beograd,3.0,53242.59047774768,2.0,16,True,-0.384143639007513,0.27876446476149513,kvalitetan
Nis,8.0,51560.99589507432,2.0,7,True,-0.8979806495885846,-0.8249923532428085,nekvalitetan
Kragujevac,8.0,96973.66196386056,1.0,0,,0.016656270477533208,-0.44996335494543516,kvalitetan
Novi Sad,9.0,93733.81990875928,4.0,1,,0.5200307193782007,0.9024666596468579,nekvalitetan
Beograd,4.0,71316.80451747021,4.0,13,True,-0.01891396311029849,-0.23085757932982734,kvalitetan
Nis,4.0,53459.60153866075,6.0,15,True,0.04042665969384376,-0.23849243496771094,kvalitetan
Kragujevac,6.0,89642.68019261204,6.0,3,,0.24933171679350996,0.33074774759548314,kvalitetan
Novi Sad,7.0,91175.43003777685,3.0,19,,-0.0866353499384154,0.009694159590509881,kvalitetan
Beograd,2.0,71200.3879990989,3.0,1,True,-0.3647707233463516,-0.1556338196387978,kvalitetan
Nis,3.0,77394.1261472535,1.0,13,True,-1.2102915050558036,0.15818167904803504,nekvalitetan
Kragujevac,4.0,78198.81429835598,7.0,7,,-0.5582578633891921,0.9547233889558906,nekvalitetan
Novi Sad,5.0,75587.15452735801,1.0,9,,-0.9228219009268448,1.0562827660991383,nekvalitetan
Beograd,7.0,55057.94186325741,1.0,1,True,0.9599153286763584,-0.7363272593688498,nekvalitetan
Nis,6.0,84441.98798568203,1.0,8,True,-0.17759647939113044,0.308774256835972,kvalitetan
Kragujevac,7.0,90813.7489123941,4.0,15,,-0.6231761201226262,-0.8692018957518372,nekvalitetan
Novi Sad,6.0,70850.3294421051,2.0,1,,1.0563626478915729,-0.0019229404674649363,nekvalitetan
Beograd,6.0,52255.23787097114,2.0,2,True,0.8898293685529857,-0.05049406868510081,nekvalitetan
Nis,7.0,64556.336805289524,,7,True,-0.02029405120209149,-0.31628090778072104,kvalitetan
Kragujevac,3.0,62757.552603109376,6.0,17,,1.0831196741407951,-0.06321858521722606,nekvalitetan
Novi Sad,0.0,93545.13498689048,2.0,5,,0.7584296981439199,0.6889337912614184,nekvalitetan
Beograd,7.0,69782.55237829825,6.0,16,True,-0.6997443291324834,0.4829299082980594,nekvalitetan
Nis,2.0,92860.00635070392,1.0,6,True,0.22966562615943137,0.03726776534871484,kvalitetan
Kragujevac,1.0,72688.70701997026,6.0,1,,0.816297287140272,-0.12423496375185628,nekvalitetan
Novi Sad,3.0,64013.17836508159,6.0,14,,1.1624235500099276,0.21671223251267913,nekvalitetan
Beograd,,92601.90459693604,7.0,10,True,0.04015660969646273,0.11426339959456014,kvalitetan
Nis,7.0,57479.15941134669,,1,True,-0.11580269763575056,0.6332227983498975,kvalitetan
Kragujevac,,54066.17952536911,4.0,19,,0.09210460812016588,-0.42724402558276914,kvalitetan
Novi Sad,7.0,56804.554164482244,4.0,14,,-0.5806792878395591,-1.0052460754483659,nekvalitetan
Beograd,4.0,53661.87413267923,3.0,8,True,-0.30852261608103415,-0.25452768105883494,kvalitetan
Nis,1.0,77906.57222428074,2.0,3,True,0.3340940234515274,-0.3982523505079354,kvalitetan
Kragujevac,5.0,99500.21692368426,6.0,7,,0.8950341160035566,-0.8221824083710566,nekvalitetan
Novi Sad,4.0,94683.38314226441,7.0,16,,0.5676614551556718,-0.9387768563953863,nekvalitetan
Beograd,7.0,62214.198770670504,0.0,18,True,-0.3848254684902048,-0.11468021759420804,kvalitetan
Nis,5.0,84227.50380142902,7.0,6,True,0.21531868625927808,1.1334501570638196,nekvalitetan
Kragujevac,3.0,62388.53373656345,0.0,5,,0.954518910614116,-0.32374699162963616,nekvalitetan
Novi Sad,1.0,97690.56748044895,0.0,4,,-0.04790004672929914,0.37892979534728155,kvalitetan
Beograd,3.0,54835.43565101609,0.0,18,True,0.500497104179163,0.002956143070059508,kvalitetan
Nis,3.0,93960.53566356596,2.0,11,True,0.3002051914830767,-0.07630983810955647,kvalitetan
Kragujevac,0.0,91750.61774528354,7.0,16,,0.1424955086033558,0.8515125263959309,nekvalitetan
Novi Sad,9.0,96024.05454913239,7.0,14,,-0.5117244653104371,-0.8438374306023483,nekvalitetan
Beograd,8.0,93469.82452122394,1.0,9,True,-0.9243282187749559,0.016447301960161573,nekvalitetan
Nis,5.0,70619.85064727828,5.0,15,True,-0.4824012758138127,-0.00017390703354416837,kvalitetan
Kragujevac,6.0,63873.24396448743,1.0,14,,-0.1120423874015373,-0.40173595246455096,kvalitetan
Novi Sad,4.0,59230.19969000634,2.0,4,,0.4498517153732299,-0.05263556347908497,kvalitetan
Beograd,5.0,80882.65862485085,3.0,5,True,0.2973500147840942,-0.24714830590597603,kvalitetan
Nis,3.0,86796.95260574222,0.0,19,True,0.5758167190992853,0.7608091300230547,nekvalitetan
Kragujevac,,80095.87237760887,7.0,17,,-0.3839717468085324,0.06505384787506376,kvalitetan
Novi Sad,7.0,56345.19818062628,2.0,12,,-0.1701017170171222,0.16213945385845013,kvalitetan
Beograd,9.0,59699.036660316895,3.0,15,True,-0.04197228574326417,-0.2140830631335876,kvalitetan
Nis,3.0,83412.72777260677,6.0,2,True,-0.21322354611990593,-1.1141070126497334,nekvalitetan
Kragujevac,3.0,61966.92800835034,3.0,2,,0.3191031262193106,-0.08995135152289155,kvalitetan
Novi Sad,6.0,66636.6567533391,5.0,16,,-0.5732142133647534,-0.7685128038195371,nekvalitetan
Beograd,9.0,97702.88630038514,1.0,7,True,-0.0010433610642605201,-0.05248267177199556,kvalitetan
Nis,0.0,87346.49813915644,0.0,15,True,0.9902958924670479,-0.1516504649390165,nekvalitetan
Kragujevac,,67641.03076973034,2.0,17,,0.14181021051545875,0.2514693121288026,kvalitetan
Novi Sad,4.0,80411.25960800076,,11,,0.7848511565644011,0.7094842888892547,nekvalitetan
Beograd,2.0,72382.64621197895,3.0,5,True,0.27003080169574517,-0.9966225420867915,nekvalitetan
Nis,5.0,67445.92339906943,2.0,5,True,1.0005640619045846,0.19926447065671862,nekvalitetan
Kragujevac,9.0,74341.26520831225,6.0,16,,0.3826137731456162,1.2034720382009922,nekvalitetan
Novi Sad,9.0,83298.54028923748,1.0,18,,-0.15732527014236664,0.1885688300521326,kvalitetan
Beograd,4.0,74071.69429315778,5.0,10,True,-0.765436009434269,0.3758174851108055,nekvalitetan
Nis,4.0,93988.7017221847,4.0,18,True,-0.09051491242915774,1.2296521648087164,nekvalitetan
Kragujevac,1.0,86947.25850750384,2.0,9,,-0.9603821544710366,0.23861049125234313,nekvalitetan
Novi Sad,4.0,54315.410474671575,1.0,3,,-0.592101254762614,0.7219423655645835,nekvalitetan
Beograd,5.0,99823.86233758417,0.0,16,True,0.541651198884128,0.9614208674833826,nekvalitetan
Nis,7.0,57342.48442768164,4.0,17,True,0.322006438008809,-0.35633911736672425,kvalitetan
Kragujevac,,78450.20193912425,,0,,0.16160690465951047,0.39369327978684865,kvalitetan
Novi Sad,6.0,85584.08065556157,0.0,5,,-1.1218548780595385,0.28921707059624513,nekvalitetan
Beograd,5.0,57042.720431525,6.0,14,True,-0.006465481478452252,-0.2362353240046884,kvalitetan
Nis,5.0,92905.25912107748,6.0,7,True,0.07344845971114689,-0.7945123771568404,nekvalitetan
Kragujevac,3.0,59003.10759021623,1.0,5,,0.24698448986530583,0.3514076751133763,kvalitetan
Novi Sad,3.0,51800.48315586054,,14,,0.07226587529735902,-0.5526794950427736,kvalitetan
Beograd,7.0,91156.24307892122,7.0,4,True,0.2695513268956283,-0.06161674049261964,kvalitetan
Nis,4.0,53198.6355465756,2.0,12,True,-0.24536121762553192,0.09021215010761519,kvalitetan
Kragujevac,8.0,54595.36078894211,6.0,5,,0.2297535732828936,-0.01030236107868221,kvalitetan
Novi Sad,3.0,90832.19501782648,3.0,1,,-1.065437231945081,0.18725929761475216,nekvalitetan
Beograd,5.0,53389.94753788948,3.0,6,True,1.3446802041253498,0.24955541996949007,nekvalitetan
Nis,0.0,66894.79848856643,,0,True,-1.1317333931474753,0.3600943985686126,nekvalitetan
Kragujevac,3.0,95243.09313408419,3.0,6,,0.4767838055778096,-0.8450041525819323,nekvalitetan
Novi Sad,5.0,87774.32022584218,7.0,0,,-0.0009380227666743457,-0.15794656847344177,kvalitetan
Beograd,1.0,70781.59958895264,7.0,5,True,-0.06045461956129845,0.4327105550225262,kvalitetan
Nis,,80289.946521325,3.0,14,True,1.0924836167640384,0.07030463748209212,nekvalitetan
Kragujevac,2.0,66183.79009120891,4.0,12,,-0.4140747522701545,-0.9064187191851062,nekvalitetan
Novi Sad,3.0,59210.57765098265,,11,,-0.8233041612847587,-0.34544028796956994,nekvalitetan
Beograd,,65671.55320803307,4.0,3,True,-0.6969567804108409,-0.7681559682783533,nekvalitetan
Nis,1.0,51386.80606982191,2.0,6,True,1.0263120248383244,0.006434125761116738,nekvalitetan
Kragujevac,7.0,60083.55230810333,5.0,1,,-0.12833631617154517,0.5842742867447653,kvalitetan
Novi Sad,6.0,79144.03152691996,2.0,11,,0.12402259840728899,-0.00634115625549575,kvalitetan
Beograd,3.0,87443.89679774185,5.0,5,True,-0.2542329724715318,0.30678008377249744,kvalitetan
Nis,0.0,58866.42826581649,2.0,17,True,-0.8603285377151828,-0.8003494096913903,nekvalitetan
Kragujevac,8.0,69643.4307620138,6.0,4,,0.905518445928227,0.3714885160233184,nekvalitetan
Novi Sad,,97695.84718763584,7.0,14,,-0.41249691646616554,-0.6502223065551043,nekvalitetan
Beograd,,53811.52941297453,6.0,8,True,0.776364435615795,0.6354407728385687,nekvalitetan
Nis,3.0,61205.39227748285,,1,True,-1.0250310217306857,-0.15679933498245346,nekvalitetan
Kragujevac,5.0,90039.73395043807,3.0,7,,0.8250809339944345,-0.25248550444086876,nekvalitetan
Novi Sad,,50278.63877661907,4.0,9,,1.277789497136381,0.3235749779435516,nekvalitetan
Beograd,9.0,88658.36459153454,1.0,10,True,0.011805656509037199,-0.4409419427398525,kvalitetan
Nis,0.0,71624.00023986949,1.0,11,True,-0.23484488331722844,-0.10903114125444556,kvalitetan
Kragujevac,1.0,93172.81352870594,4.0,9,,0.2030845834581475,0.32469355919410925,kvalitetan
Novi Sad,0.0,83390.71329073445,6.0,3,,0.5182356968695462,-0.3305854798873643,kvalitetan
Beograd,3.0,58498.65662319108,5.0,6,True,-0.7805266207526182,-0.7839882613047232,nekvalitetan
Nis,1.0,90943.40160972558,5.0,14,True,-0.16998608125322748,0.3260422868617756,kvalitetan
Kragujevac,2.0,56443.46698992388,4.0,14,,0.8849557421050709,-0.4724064547431105,nekvalitetan
Novi Sad,6.0,79926.6665731352,3.0,14,,-0.32953028089368597,-0.2267340987662699,kvalitetan
Beograd,0.0,73109.93714216708,6.0,17,True,-0.17291389484530226,0.039205950298262654,kvalitetan
Nis,2.0,77286.57928229275,0.0,14,True,-0.35119861834463545,-0.22354325138349315,kvalitetan
Kragujevac,8.0,50582.9065364956,1.0,0,,-0.6478764674367092,-1.0739706253180292,nekvalitetan
Novi Sad,5.0,59710.8431850683,1.0,1,,0.3647135865521936,0.06720006680571558,kvalitetan
Beograd,6.0,56419.67933017953,6.0,4,True,-0.5462101182270614,0.7306679620125405,nekvalitetan
Nis,4.0,71160.03822946461,3.0,4,True,0.17007629965686227,0.32936076750180304,kvalitetan
Kragujevac,7.0,52025.971905820916,,8,,-0.2530987581585048,-0.998643987367004,nekvalitetan
Novi Sad,3.0,82303.0349884857,3.0,7,,0.2933443951161739,-0.007406150493216093,kvalitetan
Beograd,6.0,91423.46121532941,5.0,6,True,-0.14419513218127478,0.16346055501907447,kvalitetan
Nis,8.0,59526.68932398332,7.0,4,True,-0.6288990872802894,0.7792099516792974,nekvalitetan
Kragujevac,3.0,78220.06879194353,2.0,16,,-0.993022664458914,-0.2606246712528414,nekvalitetan
Novi Sad,2.0,97582.28581133622,,8,,-0.29058742022617956,0.08652821656693183,kvalitetan
Beograd,1.0,77517.61671433407,2.0,1,True,0.6983794796189133,-0.8367009522995796,nekvalitetan
Nis,5.0,64687.69502524521,,0,True,-0.5667697055780542,-0.8670930331147594,nekvalitetan
Kragujevac,0.0,89604.03231446077,2.0,1,,0.8964205289796666,-0.03106037229589205,nekvalitetan
Novi Sad,7.0,87546.32395079173,1.0,9,,0.3733390869776957,0.1371536437680731,kvalitetan
Beograd,9.0,75038.97915218343,4.0,0,True,0.054779701184708735,0.09601386263225305,kvalitetan
Nis,,83208.52320552515,7.0,14,True,-0.7250939421325845,0.17780918470580487,nekvalitetan
Kragujevac,5.0,91890.76095166114,2.0,7,,0.2663411223579316,-0.030054012001414304,kvalitetan
Novi Sad,2.0,96550.79928268917,2.0,2,,0.24007322885340868,0.16234570728777697,kvalitetan
Beograd,,58848.73148931055,0.0,7,True,-0.27193550603124655,0.04810907286379035,kvalitetan
Nis,7.0,78776.53929197822,,0,True,-0.7950008462465606,-0.4201652741112612,nekvalitetan
Kragujevac,9.0,63530.14996481008,0.0,4,,0.28300884878873467,0.4764978314304516,kvalitetan
Novi Sad,8.0,57137.11156906718,2.0,4,,-0.3968858548534471,-0.8604842695112567,nekvalitetan
Beograd,6.0,55982.97624335867,5.0,18,True,0.27836535518843086,-0.33391542868510254,kvalitetan
Nis,7.0,84464.2609686448,1.0,14,True,-1.015886448296306,0.1591462127791947,nekvalitetan
Kragujevac,9.0,55885.717166885835,2.0,4,,-0.26888218339848113,1.0054300251213948,nekvalitetan
Novi Sad,6.0,67839.1886670053,2.0,12,,-0.18039348973645541,0.2225413549344082,kvalitetan
Beograd,0.0,67265.57456223885,0.0,12,True,0.915424805657161,-0.5398595470220169,nekvalitetan
Nis,3.0,84435.00510989367,5.0,19,True,0.6209792272757506,-0.9457984309361757,nekvalitetan
Kragujevac,5.0,75983.36657805403,1.0,12,,0.6421095725956594,0.7429286260893087,nekvalitetan
Novi Sad,4.0,69037.27303559722,,19,,-0.26564860595137046,-0.6584286299639734,nekvalitetan
Beograd,3.0,72509.3463562385,,6,True,-1.0456358972644244,0.820250632100935,nekvalitetan
Nis,3.0,51798.70054726092,1.0,2,True,0.8122196662747552,0.5298336961387119,nekvalitetan
Kragujevac,6.0,78758.91703767874,,19,,0.20537950944814753,-0.025584858536541383,kvalitetan
Novi Sad,4.0,99153.81949231983,2.0,12,,-0.28207487912394014,-0.12024720460657726,kvalitetan
Beograd,2.0,50874.52202916733,2.0,13,True,-0.36495112664968477,-0.0794854322252296,kvalitetan
Nis,9.0,94995.08539221004,1.0,0,True,-0.20074848097605533,0.983997644198653,nekvalitetan
Kragujevac,3.0,93548.19090178203,3.0,16,,0.8076549386843442,0.41284999835344105,nekvalitetan
Novi Sad,9.0,71158.90443316496,5.0,7,,-0.933687876413163,0.18740336539641667,nekvalitetan
Beograd,,62381.75667864678,0.0,8,True,-0.9945625994188813,0.19379710139474116,nekvalitetan
Nis,,84812.02515018586,7.0,1,True,0.4944987212881984,-0.9804190018331811,nekvalitetan
Kragujevac,2.0,54267.00593599817,7.0,3,,0.19595274193571532,-0.12860845430713022,kvalitetan
Novi Sad,2.0,68318.67034586347,5.0,3,,-1.0555343732797406,-0.1746582131724629,nekvalitetan
Beograd,0.0,79630.7783748303,6.0,9,True,0.4488203737672565,-0.7681328336741428,nekvalitetan
Nis,4.0,67559.41045149749,,3,True,-0.19097009086914596,-0.7591710813983938,nekvalitetan
Kragujevac,6.0,68769.48990206986,5.0,0,,0.09133228849777042,-0.2712014323287025,kvalitetan
Novi Sad,,91026.88810682413,3.0,18,,-0.21686413855461512,0.06738507152355065,kvalitetan
Beograd,9.0,64031.902846386445,2.0,1,True,-0.20866224054012336,-0.2668543187004533,kvalitetan
Nis,2.0,50538.995544786594,,12,True,0.3253385332220117,-0.7527969110834554,nekvalitetan
